Date,Tweet
2022-03-27 03:28:14+00:00,"Been saying this for a while now, 90% of cloud workloads are with one CSP, the strong get stronger.
$AMZN $MSFT $GOOG https://t.co/mEO310CUbe"
2022-03-26 22:41:53+00:00,"$AMZN is my second largest position after $GOOG and will be the subject of my next post. Amazon will likely overtake UPS in package volume in Q1, 2022. Amazon might have the strongest moat of any company, this is part of it... https://t.co/CRuQmNESTK"
2022-03-25 16:40:01+00:00,"What does $1,000 in $VOO get you?

Stock - Dollar Amount:

$AAPL - $69
$MSFT - $60
$GOOG - $42
$AMZN - $36
$TSLA - $19
$NVDA - $16
$BRK - $16
$FB - $13
$UNH - $12
$JNJ - $12

The remaining $705 is spread across 497 other companies in the S&amp;P 500."
2022-03-25 15:19:55+00:00,"$AMC Enroute $22 and then FOMO and BUYing pressure in...

#amcshortsqueeze #AMC #AMCSqueeze #AMCSTOCK #GME #AMCNOTLEAVING $GOOG $MSFT $TSLA $NIO $SPY $AMD $SNAP $AMZN $ON $MRNA $QQQ $IWM"
2022-03-25 13:06:00+00:00,"Over 45% of $QQQ is made up of 6 stocks:

12% $AAPL 
10% $MSFT 
8% $GOOG 
7% $AMZN 
5% $TSLA 
3% $FB"
2022-03-24 23:57:28+00:00,goog videos that make me happy: ongoing thread https://t.co/csRhH4h4DZ
2022-03-24 20:21:04+00:00,"Noses are red 🤧
Fingers are blue 🥶
We’re opening anyways 🎉
Why not have a Goog? 🍦

‘Tis the (65th) season. BDI opens at noon on Saturday, March 26th. https://t.co/sDx2DWABGc"
2022-03-24 18:24:54+00:00,"Some people on here tweet about $GOOG and then throw in the ""Not Investment advice"" disclaimer after the tweet.
Hey Champ, it's ok no need for disclaimers, I'm pretty confident your 5000$ Robinhood account won't be impacting the Google shareholder base."
2022-03-24 17:20:56+00:00,I’m not suggesting $TSLA will do another stock split this year. I am suggesting they follow GOOG’s and AMZN’s  lead and get shareholder approval this year for an increase in authorized shares so they can be ready to do another split if and when it makes sense.
2022-03-24 15:11:54+00:00,"I feel like this is a big deal. Hell's Kitchen going to YouTube for free? YouTube is really going to take over media more than it already has.

Long $GOOG https://t.co/4ZwBvmGs0c"
2022-03-24 11:02:04+00:00,about to make a poll on what the best googie nose is … drop ur best goog nose pics 🤏🏻 https://t.co/kbrMJW1MFK
2022-03-24 07:15:16+00:00,"7 K-pop Songs Inspired by Idol's Personal Experience

""Hwasa 's song 'TWIT' is based on her love life...'TWIT' has a positive meaning. This song describes a person who becomes stupid bus he loves the person he likes so much""

마마무 화사 #Hwasa #화사 #华莎 #ファサ #ฮวาซา
Goog tr https://t.co/aD5SMp6BuR"
2022-03-24 06:53:49+00:00,"Hwasa mentioned by ELLE Japan in this art

""7 latest sweatshirt brands used by Korean celebrities""

Hwasa / Alexander Wang

""#Hwasa, a leader in the Korean girl crush world, proposed a new style of putting a shirt in sweat pants""

마마무 화사 #화사 #华莎 #ファサ #ฮวาซา
Goog trans https://t.co/rgLp0WE5xX"
2022-03-23 22:55:00+00:00,"Will’s Weeknight Wall St, Episode #3
$WEBL 3X bull etf that owns $FB $NFLX $GOOG $AMZN
PT $50
With cash as trash especially during inflation and with the bond market tanking money has to go somewhere. 
It will likely go to $FB $NFLX $AMZN big cap tech
 $WEBL is cheap way to play"
2022-03-23 15:07:28+00:00,"6-month returns:
$TSLA +36.33%
$AAPL +16.10%
$VOO +0.98%
$GOOG -1.46%
$AMZN -3.08%

TSLA is the safest investment"
2022-03-23 13:52:09+00:00,"before I go to sleep a I want to give everyone a kind reminder: spread love and kindness everyone please no to bargadulan💗

Goog night don’t forget to pray before going to sleep 😘💕💕💕"
2022-03-23 09:03:50+00:00,Pretty goog strum https://t.co/AlRBOIIlVK
2022-03-23 00:30:18+00:00,"Here's the intro of today's #MarketOutlook video from 
@MarketScholars 

Watch the full video for free here:

https://t.co/xrlmBIP8lo

Mentioned: $SPY $SPX $QQQ $IWM $RUT $UUP $TNX $TLT $EEM $EFA $USO $GLD $CVX $XOM $TSLA $AAPL $ADBE $MSFT $RSX $FXI $XLV $XLE $VIX $BTC $GOOG $GGG https://t.co/u1tujxb5Kj"
2022-03-22 07:18:19+00:00,"""Hwasa is cool to wear clothes similar to underwear for externals, very fashionable!
..
 Hwasa is famous as a Kpop idol who has an eccentric fashion sense...often appears w bold outfits that steal the attention of netizens""

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
Goog tr https://t.co/LakoPCJaNY"
2022-03-21 23:04:32+00:00,"Last but not least. The one trade to play the bottom in stocks is $FNGU
$FNGU is an ETN that’s 3X leveraged and long all the stocks hedge funds buy off the bottom 
$FB $AAPL $AMZN $NFLX $GOOG $NVDA $TWTR $TSLA $BABA $BIDU 
$FNGU can go up 50% over the next 2 months PT $31 https://t.co/j0ASF1oUwd"
2022-03-21 22:38:24+00:00,"Can there even be the ""next"" $AAPL / $GOOG or will these predecessors always dominate their successors due to the data and scale they've amassed?"
2022-03-21 21:28:39+00:00,"I read through the replies (yes, all two hundred of them), and tallied the votes:

17 — $UPST
16 — $SHOP
12 — $SOFI
11 — $PLTR
9 — $SE, $FB
8 — $GOOG
7 — $TSLA
6 — $APPS, $MELI
4 — $GLBE, $STEM, $NVDA, $SQ, $U
3 — $ROKU, $DDOG, $FVRR, $NOW, $SNOW

I appreciate the responses! https://t.co/bGH23biJO8"
2022-03-21 07:04:42+00:00,"These 7 K-Pop Songs Have Lyrics Based on Personal Experience

1. TWIT by Hwasa

🔗https://t.co/Jhi0pMllFx

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา 
Goog Trans https://t.co/MxZyNkCL8g"
2022-03-21 06:47:55+00:00,"""Beautiful and sexy! Hwasa Gorgeous in the Latest Photo""

""Hwasa is known as a KPop idol who has a unique fashion sense.
Her appearance always steals the attention of netizens""

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
Goog trans https://t.co/Xc2LfgfGt3"
2022-03-21 01:17:51+00:00,"My thoughts on #Inflation #Stocks: 

Companies w/ pricing Power (good during inflation): 
✅ Starbucks
✅ Walmart 
✅ Tyson
✅ Costco
✅ Semi’s / TSM / NVDA / AAPL
✅ Advertisers (GOOG/TTD)
✅ TSLA
✅ TGT (apparel sec)
W/O Pricing Power
❌ Nike
❌ Lulu
❌ Airlines
❌ UA
❌ BYND"
2022-03-21 01:14:02+00:00,"Many investors have talked about how strong $FB core business is net of other bets (and rightfully so), but $GOOG core business is also a beast that is being covered up by other bets. In this brief thread, I am going to dive into the dominance of Google Search. https://t.co/xB0OhZ1i46"
2022-03-19 17:06:15+00:00,"$GOOG GCP in 2014: ""Price cuts should follow Moore's law, AWS and Azure are pricing like an oligopoly""
$GOOG GCP in 2022: ""We're raising prices"""
2022-03-19 17:00:00+00:00,$GOOG Google insiders with some fresh sales 💸💰 https://t.co/9teKSRF3wp
2022-03-19 16:05:00+00:00,"New to investing? Start by building a DIVERSIFIED portfolio

Here is a way you could diversify your portfolio

ETFs are the ultimate diversification $VOO $QQQ $SCHD

Dividend Growth $SBUX $AAPL $HD $V

REITs $O $PSA $STOR

Growth $GOOG $TSLA $AMZN $CRWD $MSFT https://t.co/oFk3EZWCLN"
2022-03-19 14:40:12+00:00,"Great chart from @benedictevans

Digital advertising still has a lot of runway left

$GOOG $FB $AMZN https://t.co/lCkD9G9RxJ"
2022-03-18 22:39:28+00:00,"Jim Cramer just said $goog was his favorite right here, @GianniDiMattia6 better start looking for put protection🤣🤣🤣 https://t.co/wVj3GuE0Cq"
2022-03-18 15:56:26+00:00,Having said that if I get 4700 one more time I will take off some stocks like $goog $tsla I will focus only on small caps then
2022-03-18 15:39:50+00:00,"Recent calls: 

$GOOG 2500 to 2720

$AMZN 2700 to 3200 😊 

$MSFT 270 to 300 

$PLTR 10 to ~ 13 

Smiling ☺️?"
2022-03-18 12:30:00+00:00,"The hit Maria is so famous but few ppl know the hidden story behind

""after 8 years of career,#Hwasa has proven her own talent,charm,personality and she is one of the idols who dare to show their truest image, breaking the stereotypes of kpop""

#화사 #华莎 #ファサ #ฮวาซา
Goog tr https://t.co/ZRGLYacXzv"
2022-03-18 07:00:47+00:00,"ELLE China

Hwasa x ASH

""HWASA...is a pop singer, a model, and a sports enthusiast. Her social media has a global reach, w more than 7Mln followers on Instagram; her videos have more than one billion views on YouTube""

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
Goog Trans https://t.co/Pcv0sEzM5X"
2022-03-18 03:39:02+00:00,"Charts reviewed tonight:

$SPY
$QQQ 
$IWM
$BTC
$ETH
$FB
$AMZN
$TSLA
$GOOG
$MSFT
$PLTR
$AMD
$NVDA
$AAPL
$ROKU
$GE
$DAL
$CRWD
$U
$BLNK"
2022-03-17 13:42:52+00:00,"$MSFT shared by me at 170 is now almost back 200 

$GOOG from 2500 is now almost 2700 

$AAPL makes a comeback from 150 to 160 

$AMZN from ~ 2600 to 3100 

$PLTR also comes back from dead ~ 12 

This only a couple of days ago would have seemed like a dream 💭 not possible …"
2022-03-16 16:04:19+00:00,"This is the season for stock splits, with proxy statements for annual meetings going out. $GOOG and $AMZN will both get shareholder approval for their 20:1 increases at their annual meetings. $TSLA will do the same if they wanted to split although their annual meeting is later."
2022-03-16 07:04:16+00:00,"ELLE Japan

13 popular sneakers in Korea now! Researching brands and coordination techniques used by celebrities [Spring / Summer 2022]

Hwasa 'All Star' of 'Converse'

""she fully demonstrates her sensuality!""

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
Goog Trans https://t.co/MuG3SDbcRN"
2022-03-15 23:29:01+00:00,"$GOOG GCP is a 22B runrate biz, probably worth at least 15-20x revenue. So 330 to 440B.
Current $GOOG EV is 1560
Suppose they spin off GCP for 400B.
Resulting EV = 1116, FCF estimates for 2022 80.4B
So back of the napkin ($GOOG-GCP) is 13.8X 2022 EV/FCF
Is that not crazy cheap?"
2022-03-14 21:17:08+00:00,Lining up to buy $GOOG at sub 2500 for the fourth time this year. https://t.co/dfWQgHUhSk
2022-03-14 21:01:25+00:00,"What are the best software businesses? 

*excluding $AMZN $MSFT $GOOG"
2022-03-14 19:34:18+00:00,"$GOOG $GOOGL Not even going to bother spitting out ratios and numbers here, it's obvious."
2022-03-14 12:28:28+00:00,5k 🎀 thank u! reply for a celebratory goog nose 🏁 https://t.co/qKuxwevCE4
2022-03-13 03:58:48+00:00,"Apparently, Seth Klarman (billionaire investor, founder/PM at Baupost Group) has been buying $FB $GOOG $INTC $DBX and $MU, among others? He's known for successfully buying unpopular assets while they are undervalued… https://t.co/VDWR57n5oV"
2022-03-12 19:29:42+00:00,"Both are Goog, But Which One Is Your Reliable and Unstoppable GOAT #CR7𓃵 

Rt For Messi 🔂
Like for Ronaldo ❤

#MUFC #MUNTOT Ronaldo Maguire https://t.co/k1DgZynXhh"
2022-03-12 18:00:02+00:00,$GOOG Google insiders with some fresh sales 💸💰 https://t.co/LFK6Wpsrca
2022-03-12 17:00:00+00:00,"☠️Death cross on $AMZN &amp; $GOOG
💀 $MSFT cross looks inevitable next week 
🍎 $AAPL Holding the 200 SMA https://t.co/GMs6vdxNBD"
2022-03-12 15:46:06+00:00,"Here’s what I have shared in last month alone ..

$adm 75 to 85

$nem 50 to 75

$rs 170 to 190

$vale 12 to 20

$pltr 10 to 12

$goog 2500 to 2700

$amzn 2700 to 3100

I can go on .. this is half the list 

But folks remember what? That they BOT 4271 when we open below it 😂"
2022-03-12 15:20:56+00:00,One competitive advantage $PLTR has over $SNOW and $GOOG is that they are one of five offerings authorized for Mission Critical National Security Systems (IL5) by the U.S. Department of Defense https://t.co/1l9pDJBF2o
2022-03-12 14:31:24+00:00,"Hwasa Started Talking About Her Career As A Singer, Admitting Not To Be Ashamed Because She Thought She Was Doing Her Best. However, The Singer Wanted To Do Better

🔗https://t.co/xhmKy8hCYI

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา 
goog trans https://t.co/eiCYT4r9pN"
2022-03-12 11:07:51+00:00,"🐰 goog good kkkk😆
🐥 ☺️ kkkk
--

their convos ending in gigglesㅠㅠㅠㅠ"
2022-03-12 02:59:37+00:00,"$GOOG 

$MSFT

$PLTR 

$TSLA

$NEM 

$AMZN"
2022-03-11 21:36:10+00:00,"I think as soon as this Russia conflict resolves my tech stocks like $GOOG take off 

I am expecting 3000 on $goog now 2580

$tsla could be back to 1200 now 780 

$Msft I think could shoot for 340 now 270 

TINA"
2022-03-11 20:55:47+00:00,"Emotional 😭 and fearful people are selling their stocks. 

That’s all I have to say. Goodbye 👋 

I will keep my $GOOG of the world .. I will probably buy more if dips .. 

My target is 3000 now 2600."
2022-03-11 18:38:35+00:00,"What to be trading and or hedging:

- Physical silver/gold
- Russia will announce they are officially moving to gold-backed reserves.
- Long the Ruble.
- Long volatility
- Short Western Credit Markets
- Buy $BTC. Ignore prices.
- Short Taiwan: TSMC, Pfizer, MS. GOOG, IBM, FB."
2022-03-11 18:24:50+00:00,"$ANC IS BIG BUSINESS!

Marketshare FIRST!

Profitability second

Big business has a LONGER timeframe and DIFFERENT goals

$ANC 20% yield is BIG business strat, not mom and pop

AMZN, GOOG, FB, didn’t make a cent for years. Now, UNSTOPPABLE! 

$ANC will be too

$LUNA $UST $ANC https://t.co/I3VofSG2cY"
2022-03-11 14:17:51+00:00,"$GOOG and $MSFT are the internet 

$TSLA is the energy 

$AMZN is America’s supply chain 

$COST is American Warehouse 

$PLTR is America’s Spy 🕵️‍♀️ 

Wanna bet against them?"
2022-03-11 11:45:35+00:00,"Up 200 handles almost off my 2500 $GOOG 

25 handles off my $MSFT 270

300 handles off my 2700 $AMZN 

This was this week alone 

#Bitcoin up 2000 off my 38

$SQ up 15 dollar off my 100 

$PLTR up 2 dollar off 10 

These from last week .. 

What bear?"
2022-03-11 06:56:31+00:00,"""I just want to be the way I am, but sometimes looks become too important and make me waver. I can't express it clearly, but there's always a rebel inside of me"" Hwasa

🔗https://t.co/gacwjBX1Io

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
goog trans https://t.co/YeeRNR05x5"
2022-03-10 18:22:51+00:00,"web3 vs web 2.0 becomes clearer when you realize it's VC talk for ""how do we create new tech markets that route around FB/GOOG/AMZN/MSFT/AAPL?""

Framing it as a good vs evil fight is great for motivating the troops (i.e. impressionable young tech workers). it worked on us as kids"
2022-03-10 16:34:07+00:00,"I think with sanctions left and right on everything and everyone and with Europe and Chinese markets in shambles, US mega techs are only thing investable 

This will bring massive rally, new ATH in my names like $GOOG, $TSLA, $MSFT

Now 2620 820 and 280 🤔🤔

Will be spectacular"
2022-03-10 16:17:35+00:00,"I see $GOOG is doing great since they announced a stock split. 

-13%"
2022-03-10 09:31:02+00:00,"$AMZN has announced a 20:1 stock split, subject to shareholder approval at the May 25, 2022 annual meeting. $GOOG is also splitting its stock 20:1 effective July 15. This will leave $TSLA as the highest priced megacap stock (market cap &gt;$200B).

$AMZN +6.8% pre-mkt"
2022-03-09 22:41:22+00:00,"4/ $GOOG -2.3% since it announced its 20:1 split on 2/1/2022, vs $NDX -8.5% over the same period.  $tsla"
2022-03-09 21:49:29+00:00,"$AMZN has announced a 20:1 stock split, subject to shareholder approval at the May 25, 2022 annual meeting. $GOOG is also splitting its stock 20:1 effective July. This will leave $TSLA as the highest priced megacap stock.

$AMZN +8% AH."
2022-03-09 18:23:13+00:00,Don’t trade $goog. Own it.
2022-03-09 15:54:06+00:00,"4/On my 2023 earnings and 2023-2027 growth ests, $TSLA at $854 trades at 43x 2023 EPS vs 50% L/T Vol and EPS growth (50% vol growth is rare!) with EV adoption soaring. TSLA’s 0.8x 2023 PEG is truly cheap relative to any other megacap growth name: $GOOG 1.3x, $FB 1.1x, $AMZN 1.7x."
2022-03-09 12:08:41+00:00,"If YOU forced me to hold 5 stocks forever and never sell ..

🌹 $TSLA 820

🌹 $GOOG $GOOGL 2500 

🌹 $MSFT 270 

🌹 $AMZN 2700 

🌹 $PLTR 10 

You?"
2022-03-08 23:41:10+00:00,"If ur busy at work and can’t pay attention to the market during the day just buy $FNGU 3X bull FAANG +ETF owns $FB $NFLX $MSFT $TSLA $GOOG $AAPL $AMZN $NVDA etc
This is where institutions-hedge funds bottom fish first @bgurley @pmarca 
It can go up 50% from here but use a stop"
2022-03-08 21:30:39+00:00,"@ESPNFC That's never a second yellow.  Sanchez wins the ball first, but because of his momentum,he couldn't pull back his foot fast enough.
No intent to cause harm there.
Totally unfair 
Goog game ruined."
2022-03-08 17:37:31+00:00,"More wins 🏆 

$MSFT now 12 dollar off my 270 

$AMZN 75 dollar off my 2700 

$GOOG up 70 dollar off my 2530"
2022-03-08 16:21:17+00:00,I wanna buy $GOOG stock on every 100 dollar drop all the way down to 1780.. now 2500
2022-03-08 16:12:49+00:00,"$MSFT and $GOOG is digital gold 

A store of value 

Now 270 and 2500"
2022-03-08 07:35:56+00:00,goog day. 1 year in pd tomorrow and we got Sgt today. I’m sleepy see ya tomorrow https://t.co/M8AaHzEYNx
2022-03-08 01:32:52+00:00,"$TSLA 

$GOOG 

$PLTR 

$MSFT 

$AMZN 

These companies solve real world, tough problems. They are the future. 

What problems does $XOM and $RTX solve? In fact they make matters worse. 

They are the dinosaurs 🦖 

Chose wisely."
2022-03-07 20:57:48+00:00,"$GOOG $GOOGL now trading at a PE of 22.5 which is the second lowest of the FAANG names

$AAPL 26.5
$AMZN 42.6
$MSFT 29.7
$NFLX 32.9
$FB 13.6"
2022-03-07 20:53:46+00:00,"According to Bloomberg, EV/EBIT multiples in 2024E:

$GOOG - 13x
$MSFT - 18x
$AMZN - 21x

$COST - 24x"
2022-03-05 17:40:21+00:00,"Examples of a few ""super stocks"" that Tom has identified in the past:

$AAPL
$AMZN
$ATVI
$BKNG
$CMG
$GOOG
$MELI
$NFLX
$SAM
$ULTA"
2022-03-04 21:50:26+00:00,"At a loss for what to add to besides the obvious $GOOG $GOOGL.

Don't want to buy commodity-driven stocks at this point, not sure about financials in case of recession, CPG and industrials too risky with oil and inflation, a lot of tech growth still pricey despite 50%+ declines."
2022-03-04 15:52:53+00:00,$GOOG is nearing a 5% NTM FCF yield.
2022-03-04 14:43:41+00:00,Not selling my anchor positions anytime soon ( $AAPL $GOOG $AMZN $FB $BRK $V $MA $ISRG $CMG $SBUX $DIS $NKE ... ) but below are the Cos I'm most excited about following for the next 5 years &amp; continuing to add as they execute or Macro/Qtrly reactions keep throwing opportunities. https://t.co/iZxleuX2e2
2022-03-03 06:40:14+00:00,come get your daily goog nose 👃🏻 https://t.co/ADSLqnMzzM
2022-03-03 05:23:51+00:00,Goog morning from Ukraine! 🇺🇦  Time’s new cover 👇 https://t.co/2v8WxsafA1
2022-03-02 13:33:50+00:00,"""Arriving at Paris Fashion Week, MAMAMOO's Hwasa Fan Service Makes You Fly
...
she became a soloist who was appreciated and often received awards, whether it was in terms of ,music or entertainment.""

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
Goog Trans https://t.co/g59RtR3eJu"
2022-03-02 00:04:46+00:00,dealing out daily goog nose for your consumption…don’t miss your chance to get one https://t.co/ASL6EFPoIC
2022-03-01 18:36:33+00:00,Started a dream job so I've been cleaning up my portfolio and reducing # of active names. Cut my small positions in $APPS $FSLY $NFLX. Trimmed $ETSY and $SE due to their guides. Added all of the funds to the ETFs $QQQM and $GOOG.
2022-03-01 00:00:10+00:00,i sleep 14 hours goog morninb
2022-02-28 02:34:26+00:00,"Been digging a bit through $GOOG's IPO. It's pretty crazy to me. Basically:
- Grew topline 11x over previous two years
- Had $450 million in cash (~2.4% of market cap)
- EBIT margins: 14%, 54%, 36% over 3 years prior.
- Traded at 33x '05 EPS, 
Here's the I/S from Google's S-1 https://t.co/zxhGw0a73p"
2022-02-27 18:50:10+00:00,Don’t waiver @Google ! Shut down Russian propaganda. Proud google Shareholder. $GOOG https://t.co/orpLxkNQ6m
2022-02-27 17:12:28+00:00,"🧵 Timeline of the hypocrite PR stunt #BigTech $GOOG &amp; $FB is currently pulling to distract from the fact they have spread, fueled and 🤑benefited from 🇷🇺 Russian #propaganda in the past: (1/4)"
2022-02-27 07:31:42+00:00,"#BigTech: brave as always. After finding out russian money will literally not be able to reach any western balance sheet, $GOOG, $META &amp; Co. declare not to accept any. Who are you kidding? https://t.co/BnWgq25nQ1"
2022-02-25 13:30:51+00:00,"4300 intraday target 🎯 met. AFAIK I was only one bullish in night. 

ON lows? ~4220 😊🙂

To celebrate 🥂 I am opening the plan to all. FREE today only, join now!

Share my plan with traders like ur self. $ENPH $TSLA $PLTR $ADBE $GOOG $AXP

https://t.co/LNcIcYRkV8"
2022-02-25 07:30:48+00:00,"Playing Elden Ring off stream, very goog 
Its my first souls game that I'm actually playing and not just being a lore whore for. 
Going to only do it in my free time and not on stream because I'm a beta bitch. Dont laugh, please."
2022-02-25 07:09:38+00:00,"Ukraine has given a lot to tech:

- Whatsapp, Grammarly, Gitlab, Solana founders are Ukrainian
- 200K+ tech developers building for the world
- AMZN, GOOG, SMSNG with R&amp;D centers 

High density of innovative talent being threatened"
2022-02-25 06:45:04+00:00,"""Hwasa Shows Off Her Sexy Side For New Issue Of Singles Magazine
...
Making her stand out again as a fashion icon in the world of K-pop due to her great style and visuals""

select a posit emoji
https://t.co/4vFDdc31VG
Goog Trans

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา https://t.co/hjOyVRHELJ"
2022-02-25 05:05:22+00:00,Goog God. How great that I hadn't slept. There are sirens screaming in my town rn! Air warnings!! So we are running to some kind of bunkers or other safety places!
2022-02-24 19:15:29+00:00,"Folks: 

Last night i gave 4080-4100 in emini S&amp;P500 . I gave 2450 in $GOOG. I gave $MSFT 270. $PLTR at 10.

Not a single lot could trade below these today. Now up 120 dollars, 150 dollar and 20 dollar respectively.

Share my letter if ur beak was wet 🐦 

https://t.co/ILXiW73IKJ"
2022-02-24 13:59:38+00:00,"TOP 5 South Korean female idols with the most MV views

#5 Hwasa

released on June 29, 2020, which until today (24/02) has pocketed more than 237.2 million views

 ©️KpopChartNet

Goog Trans
마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา https://t.co/LVxPvUVRU4"
2022-02-24 13:41:32+00:00,"I will be nibbling on $GOOG at it approaches my zone 2200-2400 (now 2470) ..

I will be nibbling on $MSFT now 270 as it now approaches my zone 260-265 ..

I will be nibbling on some other names to be shared later.."
2022-02-24 13:35:42+00:00,$GOOG is now selling at forward p/e of 18 at $2450 😂
2022-02-24 13:12:09+00:00,"2/ For instance:
- $GOOG 2023 P/E 19x, 5-yr forward EPS growth of 16% (1.2x PEG)
- $AMZN 2023 P/E 40x, 5-yr EPS growth of 30% (1.3x PEG)
- $FB (-44% YTD) 2023 P/E 14x, 5-yr EPS growth of 12% (1.2x PEG).

Using consensus ests, $TSLA 2023 P/E 55x, 5-yr EPS growth of 31% (1.8x PEG)."
2022-02-24 12:02:36+00:00,"Bought some more $Goog, $FB, $AMZN, $SHOP, $AAPL, $NFLX, $BA and $WYNN. Holding these for recovery."
2022-02-24 05:16:37+00:00,"$AAPL always #1.
$MSFT
$GOOG
$NVDA
$AMD
 These are the stocks you want to buy for a bounce on any crash. https://t.co/iKRUrhQuBw"
2022-02-24 01:42:25+00:00,"@AxelayTheMK Goog is one of the very best businesses on earth, YouTube growth is insane, now earns more in ads than Netflix earns in subscription revenue.  Google cloud is early days, other bets are worth more than zero etc"
2022-02-23 22:39:17+00:00,"Bought $2M of $GOOG 

I now own well over $5m Google or 2135 shares https://t.co/KTVpmQ5hAh"
2022-02-23 21:28:52+00:00,"After considering deep value plays, commodities, shipping, crypto miners and $GOOG, I have decided to make a move: just to buy more $AMZN"
2022-02-23 20:59:57+00:00,Bought a lot more Google $goog
2022-02-23 18:08:42+00:00,"We’re in a full-blown CAC crisis across all companies that rely on typical digital channels to find customers 

There is a trillion dollars of equity value to be captured by building efficient digital acquisition machines that do not rely on GOOG or FB"
2022-02-22 20:09:36+00:00,Google is an easy buy here $GOOG
2022-02-22 19:54:22+00:00,$GOOG $GOOGL FCF yield equal to March 2020 market lows right now. https://t.co/iLwPktYUFD
2022-02-22 19:13:08+00:00,"$GOOGL $GOOG is at a ""call your grandma for extra money"" level of cheap right now."
2022-02-22 18:28:41+00:00,"Goog Morning 
#galaxillust #inART  #inasanaty https://t.co/KZFTjIhaAL"
2022-02-22 17:40:04+00:00,"Top companies in the S&amp;P 500.

1. $AAPL
2. $MSFT
3. $AMZN
4. $GOOG
5. $TSLA
6. $NVDA
7. $BRK.B
8. $FB
9. $JPM
10. $UNH

How many do you own?"
2022-02-21 18:00:01+00:00,$GOOG Google insiders continue to unload 💰 https://t.co/7FFsLG4AjD
2022-02-21 16:43:05+00:00,"How do investors think Russia vs the Ukraine affects AAPL, MSFT, GOOG, UNH, BRK.B etc?  Come on."
2022-02-21 05:11:04+00:00,"Goog morning 🌞
👉 @azhagumani01  👈
👉https://t.co/NAbpn28fgx👈 https://t.co/k3Husx8WyO"
2022-02-21 00:41:19+00:00,"SV companies never paid good money until $FB moved to Palo Alto

Companies like $GOOG take v good care of employees. If employee dies, the spouse gets 50% wages for 10 years.

I have been bear 🐻 on $aapl since 180, now 166. My target is 120 dollar. 

Company is v expensive. https://t.co/Y2HnnsL28x"
2022-02-21 00:03:23+00:00,"Of the big 5 mega caps ( $FB has fallen way down in rank), $TSLA still in last place YTD -19% despite the biggest % increase in 2022 EPS ests (+21%).  In order:  $AAPL -6%, $AMZN -8%, $GOOG -10%, $MSFT -14%, $TSLA -19%. TSLA decline easily explained by highest beta (NDX -14%). https://t.co/U6J013tIvb"
2022-02-20 18:22:34+00:00,"Does $QQQ hold 340 or break down?

I don't know, but some of the top components - $GOOG $MSFT $TSLA probably could give us some clues. Here are the levels that stick out to me. https://t.co/d3c2ZAwNKn"
2022-02-20 18:05:00+00:00,Bounce and roll type of action?  $GOOG $MSFT $AMZN $AAPL https://t.co/D5IcbUeHls
2022-02-19 19:28:04+00:00,"$UPST CEO interview:

- Buyback program: we’re a very profitable biz w/o a need of heavy balance sheet. Does it for economic benefit
- Higher interest rates: we aren’t very sensitive to it; not worried
- Innovations: like to be $AAPL-like w/ a mix of $GOOG https://t.co/UuGDbgvODn"
2022-02-19 07:23:53+00:00,"Top 5 female Kpop idols with the most followers on Spotify

#2 Hwasa - more than 2.6 Mln followers

with the 10 most popular songs Hwasa has nearly 3.4 million monthly streams, with Maria having more than 162 million streams

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
Goog Tr https://t.co/J7530bnGYc"
2022-02-19 02:03:09+00:00,"My tech DD today:

$ROKU is down 70%. I have a roku. 

Checks EV / 2023/4/5/6 to EBITDA relative to $GOOG, sees $GOOG cheaper even in far out years

Turns off Bloomberg, Confused."
2022-02-18 20:14:28+00:00,Picked up some more $GOOG. It's just too cheap at this level.
2022-02-18 18:53:36+00:00,"Gonna start nibbling $goog 2580 now 2620 

$tsla 810 now 845 

$spy $vti $vym $voo"
2022-02-18 18:41:26+00:00,the yoongi certified round goog https://t.co/1hY6H6hcdo https://t.co/CyWwITXIX3
2022-02-17 21:11:37+00:00,"If $GOOG goes under 20x PE, is it worth owning anything else anymore ? Might need to pull a Nick Sleep 3 stock portfolio if that ever happens."
2022-02-17 19:18:38+00:00,"If you’re not buying $GOOG here, what are you even doing?

Disclaimer: not buying $GOOG here"
2022-02-17 17:07:54+00:00,Currently shitting my guts up man I think I ate something not goog 😟
2022-02-16 02:13:17+00:00,"Top 5 Holdings of 20 of the best funds (Dec. 2021).

Recurring themes:

• Big tech $AMZN $MSFT $FB $GOOG $TSLA
• Digital payments $PYPL $V
• Entertainment $DIS $NFLX
• Global e-commerce $SHOP $SE $JD
• Cloud $NOW $SNOW $ZEN https://t.co/8OH7Smu9DA"
